Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Luanda,814,164,1842,2382,2005,2005,2005,2006,257,792,306,279,48,259,249,197,36,95,96,82,1583.7,119908,122210,7479383,18268422,22924457,9188,25548,33185
Soyo,242,79,416,471,2005,2006,2008,2007,206,366,295,275,26,127,348,282,41,96,199,197,403.8,30767,31358,3030894,7146003,9234734,12524,33739,45258
Lobito,202,55,472,595,2005,2004,2005,2006,262,985,312,283,38,244,271,189,46,100,174,105,355.0,26832,27347,850582,2282029,2706065,4211,13783,17119
Gimboa,137,49,410,711,2007,2007,2011,2011,141,698,144,137,52,201,185,123,19,52,44,36,120.9,9250,9427,1173078,2623455,3351590,8563,21874,28674
Futila,116,22,270,454,2008,2010,2010,2010,233,230,198,202,29,102,80,62,42,74,69,65,128.6,9806,9994,525652,1287153,1644858,4531,13024,17154
Malongo,102,16,52,47,2007,2007,2009,2009,201,342,302,294,82,227,636,597,18,26,40,39,58.6,4400,4484,1063053,2520773,3376726,10422,26997,36465
Palanca,95,14,196,313,2003,2002,2006,2007,137,677,247,246,29,272,122,95,9,57,116,121,124.3,9558,9741,968992,2176075,2817473,10200,25575,33892
Greater Plutonio,82,15,356,577,2006,2003,2008,2008,383,925,259,242,88,346,289,193,23,44,55,54,152.9,11729,11954,1825533,4134018,5416368,22263,56723,75104
Girassol,80,26,169,267,2007,2007,2010,2010,370,480,182,158,147,173,180,119,36,100,97,78,59.7,4526,4613,1199067,2807164,3721897,14988,38813,52078
Cabinda,77,24,89,142,2004,2008,2010,2011,185,205,232,239,40,66,75,62,48,153,97,92,110.7,8352,8512,320635,918658,980482,4164,10847,14317
Porto Alexandre,72,20,134,71,1988,1991,1987,1987,355,1018,1235,1117,34,130,191,184,9,76,255,206,59.3,4492,4578,463454,1027816,1168773,6437,15082,17810
Dalia,69,26,245,414,2008,2009,2010,2011,307,643,142,128,184,275,180,130,28,50,59,47,102.4,7771,7920,848951,1971287,2560368,12304,32233,42660
Saco,69,16,215,306,2005,1999,2006,2007,421,985,439,427,42,98,88,78,53,103,81,74,141.6,10723,10929,476326,1249897,1460314,6903,20913,25050
Namibe,42,17,192,143,1999,1997,1994,1999,426,653,739,549,45,96,298,186,46,85,93,74,76.1,5778,5889,457497,1062315,1212210,10893,28509,34001
Sumbe,39,17,18,9,2001,2004,2002,2003,723,1357,1219,1304,146,314,402,562,12,91,211,258,27.9,2098,2138,62943,139620,158733,1614,3798,4503
Baia Dos Tigres,35,10,44,27,1987,1993,1992,1995,126,1219,1167,1042,8,114,165,171,29,146,451,320,21.4,1615,1646,151399,339968,392386,4326,10248,12197
Porto Do Ambriz,34,18,58,56,2001,2004,2008,2008,570,876,1124,1070,37,228,1798,1827,53,340,201,186,58.3,4387,4471,1033789,2497797,3242416,30406,78424,105104
Takula Terminal,34,9,42,59,2010,2010,2014,2015,135,159,152,140,36,46,82,98,32,93,142,119,22.8,1744,1778,271411,654811,859068,7983,21329,28931
Amboim,34,20,31,12,2004,2002,2001,2003,453,979,960,794,130,296,432,434,17,34,32,40,23.0,1728,1761,202233,471528,612222,5948,15064,19850
Kiame,29,18,57,74,2003,2004,2007,2007,375,1407,299,216,89,296,621,374,20,106,427,293,28.2,2127,2168,388390,891021,1114228,13393,33393,42818
Benguela,9,8,18,8,1999,1999,1995,1995,1297,2248,1628,1598,336,491,387,410,89,218,168,159,12.5,936,954,55897,123991,140965,6211,14617,17327
Noqui,6,3,7,10,1986,1990,1984,1984,513,297,383,388,66,41,120,120,18,16,81,82,2.9,225,229,30819,87305,124051,5137,16579,23465
Dande,3,3,2,2,2000,2000,1988,1988,113,235,358,403,50,43,50,50,47,90,175,181,3.6,272,277,10601,23972,29265,3534,8207,9909
