Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,498,33,52,20,1985,1984,1982,1980,280,397,695,694,44,59,730,709,25,52,515,671,335.9,25219,25704,142804,316768,360133,287,675,800
Oil tanker,329,29,243,417,1983,2004,2004,2004,57,143,136,139,23,50,73,71,23,35,45,45,347.5,26089,26590,554898,609734,700934,1687,4485,5596
General cargo,288,172,252,348,1997,1999,1999,1999,182,246,280,279,16,28,46,46,13,44,31,31,83.4,6267,6387,784512,2276250,3221394,2724,9731,13245
Service - tug,211,16,15,8,1986,1986,1982,1981,130,339,230,227,43,310,332,290,36,65,98,93,82.0,6156,6274,208671,493445,660696,989,2554,3448
Ferry-RoPax,181,11,1576,280,2007,1998,2004,2001,359,818,764,590,45,75,269,244,22,47,63,64,585.3,43949,44792,1855018,4543051,5606083,10249,21954,20903
Service - other,162,13,44,22,1993,1989,1992,1987,171,272,292,309,26,243,143,158,22,170,169,137,117.6,8832,9002,152018,311908,336100,938,2088,2358
Chemical tanker,86,66,434,688,2006,2007,2004,2004,136,217,288,282,18,34,71,71,22,38,59,59,160.9,12088,12320,395584,1512639,1783693,4600,20006,24141
Container,37,17,157,184,2001,2004,2005,2005,164,312,260,267,16,24,51,50,9,10,10,10,41.6,3103,3162,173030,663764,757219,4676,19343,23567
Cruise,26,9,78,11,1993,1992,1994,1995,194,235,298,276,16,16,19,19,7,7,8,9,22.8,1711,1743,43612,254135,426928,1677,9098,14005
Bulk carrier,21,18,177,302,2011,2011,2012,2012,149,244,310,313,16,23,46,47,12,33,21,21,17.4,1311,1336,87016,238455,315675,4144,18346,22930
Ferry-pax only,14,1,5,1,2012,2012,2012,2012,1561,1561,2312,2312,58,58,210,210,52,52,185,185,14.4,1083,1104,77410,157653,198594,5529,12858,16951
Liquefied gas tanker,10,4,8,9,2004,2008,2008,2008,190,165,126,125,10,11,16,16,12,16,16,16,4.2,314,320,6543,18957,20934,654,3582,4711
Refrigerated bulk,4,1,105,106,1993,1993,1993,1993,1592,1592,1873,1873,62,62,71,71,50,50,58,58,36.4,2730,2782,314666,687561,774472,78667,167637,180998
Vehicle,1,1,13,5,2000,2000,2000,2000,1455,1455,1455,1455,138,138,138,138,5,5,5,5,2.9,219,223,5030,22175,25681,5030,19117,20574
